,PlanetIdentifier,SystemName,x,y,z,DistFromSunParsec
258,HD 154857 c,HD 154857,-7.444954778781703,-34.47065764583842,-53.646867660705944,64.2
257,HD 154857 b,HD 154857,-7.444954778781703,-34.47065764583842,-53.646867660705944,64.2
873,HD 74156 b,HD 74156,-41.78003011276943,48.737735449613275,5.1402555403004175,64.4
874,HD 74156 c,HD 74156,-41.78003011276943,48.737735449613275,5.1402555403004175,64.4
1065,HD 170469 b,HD 170469,8.079396448131742,-63.1060318568471,13.170155516033757,64.97
168,HD 165155 b,HD 165155,1.474093518360437,-56.76807995418672,-31.585005091248494,64.98
79,EPIC 206011691 b,EPIC 206011691,59.25067562169172,-21.21049690621874,-16.262603093119846,65.0
80,EPIC 206011691 c,EPIC 206011691,59.25067562169172,-21.21049690621874,-16.262603093119846,65.0
489,BD-10 3166 b,BD-10 3166,-61.748125076439706,16.985199875590144,-12.182287746175176,65.19
1741,HD 109246 b,HD 109246,-17.37051594970067,-2.4502832061046953,63.2109269656052,65.6
1626,HD 192699 b,HD 192699,36.589544891818406,-54.195172604133184,5.239128841498073,65.6
64,HD 154672 b,HD 154672,-7.858160911305622,-35.50695715841643,-54.837444328145054,65.8
768,HIP 67851 b,HIP 67851,-47.343994062152305,-25.670278148449707,-38.152104083839376,66.0
1300,Kepler-37 e,Kepler-37,11.431307780626929,-45.65045502290979,46.27484369099338,66.0
1299,Kepler-37 d,Kepler-37,11.431307780626929,-45.65045502290979,46.27484369099338,66.0
1298,Kepler-37 c,Kepler-37,11.431307780626929,-45.65045502290979,46.27484369099338,66.0
1297,Kepler-37 b,Kepler-37,11.431307780626929,-45.65045502290979,46.27484369099338,66.0
769,HIP 67851 c,HIP 67851,-47.343994062152305,-25.670278148449707,-38.152104083839376,66.0
730,HD 11977 b,HD 11977,22.176402383554542,12.157981064614194,-61.503176127377024,66.5
125,HD 175167 b,HD 175167,5.950194603650963,-22.19997177315231,-62.955832433936756,67.02
350,HD 129445 b,HD 129445,-18.338900511439466,-16.232021450641287,-63.0183965811369,67.61
2039,eps Coronae Borealis b,eps Coronae Borealis,-30.832905829113002,-52.129071171799026,30.69693562716909,67.9
1902,HD 200964 c,HD 200964,49.642236856141565,-46.83615390417631,4.536849940548046,68.4
1901,HD 200964 b,HD 200964,49.642236856141565,-46.83615390417631,4.536849940548046,68.4
2131,HD 108874 b,HD 108874,-62.555024990753736,-8.355863521029667,26.63265651834419,68.5
2132,HD 108874 c,HD 108874,-62.555024990753736,-8.355863521029667,26.63265651834419,68.5
1533,HD 75784 b,HD 75784,-45.69419177319079,48.830325332117745,15.726734122328278,68.7
1372,HD 163607 c,HD 163607,-1.0552983532059856,-38.1775143593577,57.46619652218822,69.0
1371,HD 163607 b,HD 163607,-1.0552983532059856,-38.1775143593577,57.46619652218822,69.0
70,Kepler-409 b,Kepler-409,19.006165076617393,-43.3401221162877,50.4880134687991,69.2
1069,HD 159243 b,HD 159243,-7.986226603831566,-68.39306216538081,6.873807698401974,69.2
1070,HD 159243 c,HD 159243,-7.986226603831566,-68.39306216538081,6.873807698401974,69.2
1215,HAT-P-20 b,HAT-P-20,-23.806316983071525,59.1704121618204,28.846517923344173,70.0
1010,HD 132406 b,HD 132406,-30.3458986818575,-29.54013027739274,56.98690320051708,71.0
754,HD 13908 c,HD 13908,24.261684536291984,16.712440200124934,64.92884571605056,71.3
753,HD 13908 b,HD 13908,24.261684536291984,16.712440200124934,64.92884571605056,71.3
1357,HD 86264 b,HD 86264,-60.00210886862294,35.70937525832682,-19.883346045822275,72.6
1450,HD 126614 A b,HD 126614 A,-57.970530904099576,-43.21169222921071,-6.551885330559907,72.6
117,HD 72892 b,HD 72892,-44.06703851154825,54.963755755680225,-18.27594238477605,72.78
667,HD 88133 b,HD 88133,-62.79777223749635,32.649837983628046,23.25248119342047,74.5
1461,24 Sex b,24 Sex,-68.25456486736597,30.577231169122296,-1.1778407348134874,74.8
1462,24 Sex c,24 Sex,-68.25456486736597,30.577231169122296,-1.1778407348134874,74.8
713,HD 155233 b,HD 155233,-14.888539735656925,-68.67756609389822,-26.49024914865856,75.1
164,18 Del b,18 Del,51.93619859815745,-52.65169306833459,14.160525845131417,75.3
2056,HD 224538 b,HD 224538,37.20673521718947,-0.18401502165870914,-68.28061652438237,77.76
14,HD 4203 c,HD 4203,71.53464320467468,14.126366417845812,27.188103895061307,77.82
13,HD 4203 b,HD 4203,71.53464320467468,14.126366417845812,27.188103895061307,77.82
228,HD 68402 b,HD 68402,-10.78363884708407,17.701164582659374,-75.19562424525289,78.0
239,HD 17156 b,HD 17156,18.080788542126122,16.529311662960378,74.30588497315432,78.24
2093,4 UMa b,4 UMa,-21.88402735153733,26.03106037387649,70.7511359816135,78.5
432,HD 149026 b,HD 149026,-23.559291087046265,-57.21811316559993,48.9515814784816,78.9
137,HD 9174 b,HD 9174,68.78131177338874,28.49601152483255,-26.211703071500473,78.93
1620,14 And b,14 And,60.86327257636723,-7.664490216152374,50.09548523591053,79.2
1655,WASP-43 b,WASP-43,-71.39184447572232,33.429761033046944,-13.625550250454168,80.0
1355,WASP-29 b,WASP-29,61.325203692707156,-2.2710440409982757,-51.32311127564094,80.0
1379,HD 75898 b,HD 75898,-46.45690346953975,49.01963447936009,43.954157431712844,80.58
183,HD 66141 b,HD 66141,-41.10677584366586,69.60017429762695,3.2952568152660864,80.9
1868,HD 219828 b,HD 219828,75.60396708821213,-13.74529186984311,25.929078501507917,81.1
1989,75 Cet b,75 Cet,64.09927019271836,50.150594119059186,-1.4701939553255008,81.4
224,HAT-P-22 b,HAT-P-22,-47.904118394230046,21.64634614984994,62.93354542080453,82.0
490,omi CrB b,omi CrB,-46.2352039490085,-55.17066018444961,40.9187508436606,82.8
2124,HD 222076,HD 2220,28.296971324847206,-2.708076878605071,-78.5124049654597,83.5
1817,Omega Serpentis b,Omega Serpentis,-44.902466665143244,-70.68163009068151,3.21179935702178,83.8
433,HD 96167 b,HD 96167,-80.30143929652529,19.556836516074984,-15.006964796053161,84.0
581,HD 1605 c,HD 1605,72.24481020155888,6.487469196838617,43.54032777047966,84.6
580,HD 1605 b,HD 1605,72.24481020155888,6.487469196838617,43.54032777047966,84.6
1951,HD 106270 b,HD 106270,-83.58470973154017,-4.9719105864888204,-14.031621581775033,84.9
2026,HD 152079 b,HD 152079,-16.825744833818938,-56.350947442548424,-61.60676856575388,85.17
789,HD 81688 b,HD 81688,-47.41117216064137,36.82017289818244,61.30330841073731,85.8
1370,XO-6 b,XO-6,-2.000877170352881,23.869478118023967,82.59687951080437,86.0
356,HD 33283 b,HD 33283,17.262762712487213,74.79805254948431,-38.77174690850213,86.0
213,WASP-8 b,WASP-8,71.2387707859024,-0.12436507729515943,-49.94018492397886,87.0
1305,HD 48265 b,HD 48265,-10.056448436050204,56.984494371589314,-65.50110873922189,87.4
476,HIP 68468 b,HIP 68468,-64.1380430251316,-37.42920369752067,-46.84235420509809,87.8
477,HIP 68468 c,HIP 68468,-64.1380430251316,-37.42920369752067,-46.84235420509809,87.8
837,HD 118203 b,HD 118203,-48.06654435958166,-20.908240230440825,71.43117529338673,88.6
386,HD 67087 b,HD 67087,-40.00595047682706,64.23321387671216,46.46566648089977,88.8
387,HD 67087 c,HD 67087,-40.00595047682706,64.23321387671216,46.46566648089977,88.8
431,11 Com b,11 Com,-84.30213946327308,-7.641147198369159,27.165642849152523,88.9
1277,HD 23127 b,HD 23127,25.587963344630126,36.34051469051849,-77.22326802138119,89.1
1805,HD 2039 b,HD 2039,49.089730863451344,5.23172500328401,-75.01244814858349,89.8
952,HAT-P-17 b,HAT-P-17,63.168759302320225,-44.99549811555793,45.66303754173998,90.0
864,HD 110014 b,HD 110014,-87.82237022554712,-15.1826973138544,-12.518665673418017,90.0
1846,Kepler-445 b,Kepler-445,29.78572472180636,-54.323502495857056,65.28221564392086,90.0
1847,Kepler-445 c,Kepler-445,29.78572472180636,-54.323502495857056,65.28221564392086,90.0
1042,WASP-10 b,WASP-10,75.35556005033267,-14.659064290616998,46.97500828764445,90.0
1848,Kepler-445 d,Kepler-445,29.78572472180636,-54.323502495857056,65.28221564392086,90.0
953,HAT-P-17 c,HAT-P-17,63.168759302320225,-44.99549811555793,45.66303754173998,90.0
569,HD 171028 b,HD 171028,12.530135865913298,-88.45642379153722,10.883785425747758,90.0
865,HD 110014 c,HD 110014,-87.82237022554712,-15.1826973138544,-12.518665673418017,90.0
2064,HD 95086 b,HD 95086,-31.60781604329643,8.906883472095378,-84.08499445077966,90.27
509,HD 205739 b,HD 205739,62.547698817425704,-44.5599686119765,-47.50036389275636,90.3
1791,HD 86081 b,HD 86081,-77.85037569803329,46.73101199270525,-6.044131187582452,91.0
465,HIP 74890 b,HIP 74890,-44.435820138977135,-52.15807320444081,-60.79106256824819,91.6
1806,HD 59686 b,HD 59686,-34.29005656670197,80.97884224918678,27.029967233307914,92.0
823,HD 106906 b,HD 106906,-51.32162888967891,-4.013503581986965,-76.24947342183718,92.0
2092,81 Cet b,81 Cet,71.32335830721821,58.64470792693184,-5.47967078801496,92.5
902,beta Cancri b,beta Cancri,-51.50904917197455,75.99618710332282,14.845787252815438,93.0
938,K2-26 b,K2-26,-6.202758490822982,84.3335833050599,38.70881700637523,93.0
1979,WASP-77 A b,WASP-77 A,73.56017744292403,55.74247361044595,-11.43140106698509,93.0
390,HD 43691 b,HD 43691,-5.994603058600406,69.98415504987486,61.257838487208275,93.2
1739,HD 224693 b,HD 224693,86.88976845865386,-0.03796741051560066,-35.86316628070174,94.0
1812,HD 132563 B b,HD 132563 B,-49.14309451575796,-48.44416352069128,66.73918850417499,96.0
622,42 Dra b,42 Dra,4.516622791548473,-39.664255122763464,87.85554612040833,96.5
1422,Kepler-93 c,Kepler-93,27.569426745382135,-70.28294466445536,60.42453473734089,96.7
1421,Kepler-93 b,Kepler-93,27.569426745382135,-70.28294466445536,60.42453473734089,96.7
327,HD 73534 b,HD 73534,-60.523800035179526,72.59999567189423,21.752479347020167,96.99
1018,HD 100546 c,HD 100546,-32.64514106370683,3.803647613765579,-91.26240753870663,97.0
1017,HD 100546 b,HD 100546,-32.64514106370683,3.803647613765579,-91.26240753870663,97.0
1352,HD 104985 b,HD 104985,-21.99259904539198,-0.5040688165650149,94.57526897586276,97.1
1247,HD 120084 b,HD 120084,-18.26876301513522,-8.77743000966815,95.8812235024262,98.0
1368,KELT-11 b,KELT-11,-91.74488483486167,30.326976391008188,-16.344742568092116,98.0
403,HD 136418 b,HD 136418,-47.32068843061619,-55.95518123179549,65.36826554047055,98.2
1457,tau Gem b,tau Gem,-25.964440594621284,80.94318821467293,49.56418168650034,98.4
1694,HD 73526 c,HD 73526,-47.110875122166796,57.524115923545416,-65.3646810780724,99.0
1693,HD 73526 b,HD 73526,-47.110875122166796,57.524115923545416,-65.3646810780724,99.0
1774,HD 38801 b,HD 38801,5.154550449175788,98.21672930204753,-14.396690413953534,99.4
460,WASP-18 b,WASP-18,63.65189006465742,28.81238255458496,-71.5421798851909,100.0
725,HD 33844 b,HD 33844,20.017731462597794,95.40677305619484,-26.03167459260079,100.9
726,HD 33844 c,HD 33844,20.017731462597794,95.40677305619484,-26.03167459260079,100.9
1982,HD 158038 b,HD 158038,-13.627011483053431,-90.50468724699672,47.246228890399685,103.0
1639,HD 190984 b,HD 190984,23.965994583734588,-37.0753693032849,-93.05937940174243,103.0
709,HIP 107773 b,HIP 107773,37.46758414001728,-23.869002445162256,-94.03430682992013,104.0
1572,HD 147873 c,HD 147873,-34.959196097199126,-80.16129333832305,-57.9855719861838,104.93
1571,HD 147873 b,HD 147873,-34.959196097199126,-80.16129333832305,-57.9855719861838,104.93
842,HIP 97233 b,HIP 97233,47.16420844287394,-94.92036892665209,-1.2887997460409975,106.0
78,HD 106315 c,HD 106315,-107.09719030085466,-6.495557942737758,1.135586489465994,107.3
77,HD 106315 b,HD 106315,-107.09719030085466,-6.495557942737758,1.135586489465994,107.3
1557,HD 231701 b,HD 231701,40.64430131591066,-95.67459803005057,30.740397888278984,108.4
459,HD 142245 b,HD 142245,-55.31584152765775,-89.33119107130143,29.001654743646796,109.0
1789,HD 17092 b,HD 17092,52.777571794596824,46.84437150967767,83.07305684353669,109.0
1102,EPIC 201465501 b,EPIC 201465501,-109.7662938051656,7.1666338501384415,0.010175269524615812,110.0
1140,HD 180902 b,HD 180902,34.1970321983991,-94.85609033179337,-43.964589339470855,110.0
1427,WASP-38 b,WASP-38,-47.55432914114978,-97.32098961702349,19.162744059721675,110.0
1523,HD 131496 b,HD 131496,-75.977283939039,-71.71216813946157,34.4211746746714,110.0
219,HD 1666 b,HD 1666,103.54444109240092,9.456167296019764,-37.70264737298963,110.6
1765,HD 181342 b,HD 181342,35.101312254534804,-95.06111881977446,-44.3129954611778,110.6
47,HIP 11952 b,HIP 11952,84.79418177446561,67.55913856276831,-23.80566180251147,111.0
483,EPIC 201617985 b,EPIC 201617985,-110.90453461075693,0.9840718507965852,4.496198990690454,111.0
48,HIP 11952 c,HIP 11952,84.79418177446561,67.55913856276831,-23.80566180251147,111.0
171,HIP 67537 b,HIP 67537,-77.45461241735252,-40.4564173399249,-71.01282497757376,112.6
318,Kepler-21 b,Kepler-21,26.287439495727263,-84.07974697618802,70.61144859850053,112.9
1464,HD 5319 c,HD 5319,110.71972358703854,27.104889819715137,1.5709095043587458,114.0
1463,HD 5319 b,HD 5319,110.71972358703854,27.104889819715137,1.5709095043587458,114.0
1345,Ross 458 C,Ross 458,-107.45764716566919,-29.18714223637224,24.432862985993406,114.0
687,KOI-314 b,KOI-314,28.91253016422428,-77.83014553707677,78.22083446998164,114.07
688,KOI-314 c,KOI-314,28.91253016422428,-77.83014553707677,78.22083446998164,114.07
689,Kepler-138 b,Kepler-138,28.91253016422428,-77.83014553707677,78.22083446998164,114.07
87,HD 2952 b,HD 2952,65.44295516838038,9.537366241344786,94.08112597119474,115.0
444,HIP 41378 e,HIP 41378,-68.12110257551595,91.66948398778285,20.30322854399422,116.0
441,HIP 41378 b,HIP 41378,-68.12110257551595,91.66948398778285,20.30322854399422,116.0
442,HIP 41378 c,HIP 41378,-68.12110257551595,91.66948398778285,20.30322854399422,116.0
443,HIP 41378 d,HIP 41378,-68.12110257551595,91.66948398778285,20.30322854399422,116.0
445,HIP 41378 f,HIP 41378,-68.12110257551595,91.66948398778285,20.30322854399422,116.0
140,WASP-33 b,WASP-33,73.72465421054392,54.977620060467544,70.6975010451049,116.0
2094,HD 30856 b,HD 30856,32.2198968084008,102.55234693885495,-48.67128914451242,118.0
1403,HAT-P-2 b,HAT-P-2,-37.39788018908877,-80.75119527428834,77.48963168796402,118.0
850,HD 139357 b,HD 139357,-41.08987770533312,-56.17816087184372,95.53468580163968,118.2
206,Kepler-102 e,Kepler-102,16.128937552594422,-79.4243329073893,87.54497538774402,119.3
209,Kepler-102 c,Kepler-102,16.128937552594422,-79.4243329073893,87.54497538774402,119.3
207,Kepler-102 d,Kepler-102,16.128937552594422,-79.4243329073893,87.54497538774402,119.3
208,Kepler-102 f,Kepler-102,16.128937552594422,-79.4243329073893,87.54497538774402,119.3
210,Kepler-102 b,Kepler-102,16.128937552594422,-79.4243329073893,87.54497538774402,119.3
771,Kepler-446 c,Kepler-446,18.02895321378599,-83.0348388291841,84.73589786286881,120.0
772,Kepler-446 d,Kepler-446,18.02895321378599,-83.0348388291841,84.73589786286881,120.0
770,Kepler-446 b,Kepler-446,18.02895321378599,-83.0348388291841,84.73589786286881,120.0
757,WASP-76 b,WASP-76,107.1486687257527,53.7326324880316,5.6539363460368985,120.0
1164,WASP-132 b,WASP-132,-65.02647049779088,-50.09216077857931,-87.5347563150369,120.0
1579,ROXs 12 b,ROXs 12,-43.00179127800046,-99.4505473047355,-51.579400807607776,120.0
1160,WASP-74 b,WASP-74,68.0237593734743,-98.8316386845537,-2.2528549943347858,120.0
326,ROXs 42 B b,ROXs 42 B,-41.223288106717,-101.07756306995216,-49.83940972273294,120.0
1250,WASP-34 b,WASP-34,-106.20018454225935,27.663123538407397,-48.54145032123442,120.0
1898,HD 32518 b,HD 32518,9.151175910032729,40.94998346475984,113.06509113647559,120.6
2028,HD 47536 c,HD 47536,-16.827650504773413,101.14573631285052,-64.9201032363667,121.36
2027,HD 47536 b,HD 47536,-16.827650504773413,101.14573631285052,-64.9201032363667,121.36
74,WASP-11 b,WASP-11,70.88962505894187,77.01311536018984,62.08487031089565,121.7
702,HD 100655 b,HD 100655,-113.64159744742895,12.412331994241455,42.60893502613317,122.0
1272,HD 163296 c,HD 163296,-1.813352624629745,-113.84884780238968,-43.8081226067388,122.0
1271,HD 163296 b,HD 163296,-1.813352624629745,-113.84884780238968,-43.8081226067388,122.0
1256,11 UMi b,11 UMi,-24.849762009817763,-28.864552855136957,116.00748646759149,122.1
2038,HD 116029 b,HD 116029,-104.94179709419926,-38.53304593156435,51.29740338336692,123.0
2091,K2-77 b,K2-77,69.57763523373897,100.2177822580975,27.209351233524952,125.0
1148,EPIC 210363145 b,EPIC 210363145,69.57891677272711,100.21682828237576,27.20958782772574,125.0
1959,WASP-59 b,WASP-59,111.53574266052628,-20.42423329491159,52.60825793998396,125.0
388,WASP-84 b,WASP-84,-82.14227451768936,94.13387299623948,4.057177810796449,125.0
1222,HD 82886 b,HD 82886,-82.99474568995184,60.43602391099854,71.30469270454385,125.0
991,SR 12 C,SR 12,-44.67871383160576,-104.41090142139056,-52.22237254976204,125.0
484,HD 33142 b,HD 33142,27.715431392440927,119.08170235796446,-30.45329253562019,126.0
181,HD 102956 b,HD 102956,-67.39068171845983,2.534920325786043,106.43340733276916,126.0
1976,HD 145457 b,HD 145457,-51.928075150727125,-99.82377881173356,56.69822038553353,126.0
478,WASP-85 A b,WASP-85 A,-126.83689459349716,9.07320305339343,14.631444092432677,128.0
1818,Kepler-96 b,Kepler-96,44.27843853001694,-86.63642235056453,83.17181135239338,128.0
620,HD 175541 b,HD 175541,30.709019071732293,-123.8964374201582,9.519923436919264,128.0
2074,KELT-2A b,KELT-2A,-5.125611003042718,110.1620539099211,66.15141714425418,128.6
1914,KELT-7 b,KELT-7,21.868025864799318,105.55527190764309,70.85812597917052,129.0
1295,HD 99706 b,HD 99706,-91.97133962629766,12.721210424182992,89.5569287810154,129.0
2125,FL Lyr b,FL Lyr,27.77221973929861,-85.37140632128073,94.02354382535741,130.0
1924,HAT-P-3 b,HAT-P-3,-78.07616445822526,-38.242052110006036,96.6522529168759,130.0
1506,HD 212771 b,HD 212771,114.95006163240882,-49.35674422385395,-38.87666562768045,131.0
2062,V830 Tau b,V830 Tau,44.06970386891016,110.69614381058034,54.45387907554321,131.0
419,HD 180314 b,HD 180314,35.96013753914114,-106.18899412838537,69.67615111476658,132.0
863,Kepler-410 A b,Kepler-410 A,21.182642493586435,-90.6686574056247,93.5654328331268,132.0
1153,1SWASP J1407 b,1SWASP J1407,-86.7505948122833,-54.10190097884765,-85.06655400443823,133.0
406,HD 98219 b,HD 98219,-120.36719120699077,22.42653144283521,-54.44988492534442,134.0
138,EPIC 201855371 b,EPIC 201855371,-133.1051259860357,3.8812667456371197,14.965333430658115,134.0
760,HAT-P-26 b,HAT-P-26,-111.9006993457014,-73.10418710786173,9.487429221959253,134.0
1994,Kepler-68 c,Kepler-68,31.76089098764146,-82.60053762862553,101.94801119753721,135.0
297,HD 173416 b,HD 173416,20.505692858701362,-106.48479343471392,80.40836602960484,135.0
2004,HD 18742 b,HD 18742,89.16720367585481,89.30548473509204,-47.94517895324691,135.0
1995,Kepler-68 d,Kepler-68,31.76089098764146,-82.60053762862553,101.94801119753721,135.0
49,HD 122430 b,HD 122430,-103.14543354556994,-60.979756624634724,-62.18913748153076,135.0
453,HIP 63242 b,HIP 63242,-53.924609959955184,-13.828746320674322,-122.98740673688968,135.0
1993,Kepler-68 b,Kepler-68,31.76089098764146,-82.60053762862553,101.94801119753721,135.0
1485,HAT-P-54 b,HAT-P-54,-21.076554288568147,120.76350954588482,-58.42596701366634,135.8
280,HIP 65891 b,HIP 65891,-65.29327148591744,-27.18603589651879,-116.16242142319292,136.0
2003,HD 4313 b,HD 4313,133.03246000487468,26.864258028165295,18.699631698179907,137.0
1573,HAT-P-1 b,HAT-P-1,104.54351750020261,-29.0990081373272,86.8613877054045,139.0
1864,HD 95089 b,HD 95089,-134.01240749831433,36.66172652864568,4.194334803582599,139.0
2040,HD 108863 b,HD 108863,-127.79911277860079,-17.00471948746731,51.954078647927396,139.0
320,FU Tau B,FU Tau,51.793986976941966,115.77291116066478,59.27913591152612,140.0
577,WASP-52 b,WASP-52,135.58660413906918,-27.595771745605212,21.32477807152528,140.0
1423,GQ Lup b,GQ Lup,-61.458701257936035,-95.73173624479612,-81.59817838190115,140.0
472,WASP-7 b,WASP-7,71.21118336586255,-81.79889793668536,-88.53195841037987,140.0
1224,DH Tau B,DH Tau,48.08097543913965,115.64917066540926,62.58026226554099,140.01
1575,HAT-P-12 b,HAT-P-12,-90.0706829833022,-50.734916460768126,98.0790003958052,142.5
391,WASP-104 b,WASP-104,-133.74678937700781,47.099721543302536,18.50439304288792,143.0
7,HD 240210 b,HD 240210,76.01266071524842,-16.682187334026224,119.96991304798459,143.0
1654,2M 044144 b,2M 044144,44.67472841227286,125.7402188483246,56.73240701102936,145.0
424,FW Tau b,FW Tau,50.015179784505804,120.00601806858475,64.20309508463028,145.0
1285,GSC 06214-00210 b,GSC 06214-00210,-56.286778081179584,-123.390936349801,-51.29790872890823,145.0
1795,Kepler-438 b,Kepler-438,21.768453717478643,-105.61884390411244,96.93190514535821,145.0
447,LkCa 15 b,LkCa 15,46.25185314387705,125.87823660680131,55.14014535272262,145.0
780,UScoCTIO 108 b,UScoCTIO 108,-65.73719408622351,-120.94678990045948,-45.55760448535779,145.0
854,K2-33 b,K2-33,-62.910221265624806,-121.17189522257131,-48.83314313537814,145.0
635,Oph 11 B,Oph 11,-54.675618702202335,-120.5549420807473,-59.178396898184474,145.0
493,1RXS1609 b,1RXS1609,-62.73350036952239,-119.87059678902865,-52.158872273365446,145.0
131,EPIC 201828749 b,EPIC 201828749,-144.81057203041087,11.004481614068553,14.993318933138646,146.0
722,XO-2N c,XO-2N,-43.03939878516275,84.35614054350499,113.7350065055441,148.0
721,XO-2N b,XO-2N,-43.03939878516275,84.35614054350499,113.7350065055441,148.0
720,XO-2S c,XO-2S,-43.03939878516275,84.35614054350499,113.7350065055441,148.0
719,XO-2S b,XO-2S,-43.03939878516275,84.35614054350499,113.7350065055441,148.0
817,CoRoT-7 b,CoRoT-7,-28.49856345570907,147.24159492049583,-2.7829132630285494,150.0
818,CoRoT-7 c,CoRoT-7,-28.49856345570907,147.24159492049583,-2.7829132630285494,150.0
909,Kepler-186 c,Kepler-186,52.11830453895795,-95.39366069327689,104.8080714044505,151.0
912,Kepler-186 e,Kepler-186,52.11830453895795,-95.39366069327689,104.8080714044505,151.0
913,Kepler-186 f,Kepler-186,52.11830453895795,-95.39366069327689,104.8080714044505,151.0
911,Kepler-186 b,Kepler-186,52.11830453895795,-95.39366069327689,104.8080714044505,151.0
910,Kepler-186 d,Kepler-186,52.11830453895795,-95.39366069327689,104.8080714044505,151.0
212,EPIC 218916923 b,EPIC 218916923,47.46118002196424,-137.31810880459273,-44.66736375982729,152.0
1483,Kepler-378 c,Kepler-378,44.92555042089349,-96.58157205598052,112.0070522716101,154.57
1482,Kepler-378 b,Kepler-378,44.92555042089349,-96.58157205598052,112.0070522716101,154.57
161,WASP-13 b,WASP-13,-98.72348810400392,82.53349960234637,86.41119337197055,155.0
869,HIP 78530 b,HIP 78530,-71.60008431164847,-126.44523351717092,-58.650838419863575,156.7
1257,TrES-1 b,TrES-1,34.8065824716504,-121.08586603316648,93.67878555810947,157.0
668,HD 102329 b,HD 102329,-157.4467927015244,9.101385533616181,9.574562620385384,158.0
1560,HD 96063 b,HD 96063,-153.2818955297265,37.69163615177664,-6.92828023510114,158.0
690,HD 12648 b,HD 12648,9.676633695886716,6.7125490546213475,157.96159167818274,158.4
619,HD 1502 b,HD 1502,153.69456963610955,12.962343696099056,38.61291118622466,159.0
1223,8 Ursae Minoris b,8 Ursae Minoris,-29.71076213788268,-28.89390098149844,153.60736668290855,159.1
86,WASP-14 b,WASP-14,-116.54749155813936,-91.96110667314822,59.664370196586205,160.0
1096,WASP-42 b,WASP-42,-115.72935805285547,-26.68269190004221,-107.21357021217696,160.0
81,WASP-62 b,WASP-62,3.5011818511943678,70.08105180293788,-143.79286457901452,160.0
2000,WASP-136 b,WASP-136,162.37189345645095,0.9210012198975605,-23.03301917074447,164.0
1775,CT Cha B,CT Cha,-37.50193207827236,9.324219466758048,-160.41092238913276,165.0
415,WASP-2 A b,WASP-2 A,100.81027250793402,-130.31586400558064,18.56622054579492,165.8
1933,HAT-P-18 b,HAT-P-18,-32.84977874930621,-135.2679449492113,90.44045060335985,166.0
1296,HD 86950,HD 869,-140.02578477366418,79.51886270543311,-51.288693418276466,169.0
829,HIP 8541 b,HIP 8541,86.95585141113993,45.3145777940485,-137.64544650917765,169.0
1838,WASP-25 b,WASP-25,-144.52228538082775,-39.69497172799766,-78.09365049615776,169.0
115,WASP-49 b,WASP-49,-3.0860331104569942,162.5726119826404,-49.60465938581785,170.0
1149,HATS-6 b,HATS-6,5.276653469941582,163.08009101098912,-56.283219915047994,172.6
946,Kepler-205 c,Kepler-205,33.95844449880793,-124.27323103686369,115.43426049002817,172.98
945,Kepler-205 b,Kepler-205,33.95844449880793,-124.27323103686369,115.43426049002817,172.98
1234,Kepler-10 c,Kepler-10,29.901242698194533,-106.52593610220043,132.9930096758983,173.0
1233,Kepler-10 b,Kepler-10,29.901242698194533,-106.52593610220043,132.9930096758983,173.0
848,Pr0211 c,Pr0211,-108.61342778233929,126.95502246531281,58.434113120697624,177.0
1460,Pr0201 b,Pr0201,-107.70717309734586,126.42518009858412,61.19508722453906,177.0
847,Pr0211 b,Pr0211,-108.61342778233929,126.95502246531281,58.434113120697624,177.0
838,KELT-3 b,KELT-3,-115.77590549453511,70.54998466022599,115.33706850515298,178.0
554,WASP-41 c,WASP-41,-152.21764554350713,-28.53823232594509,-91.73525865719024,180.0
553,WASP-41 b,WASP-41,-152.21764554350713,-28.53823232594509,-91.73525865719024,180.0
218,WASP-140 b,WASP-140,83.28451798838903,146.53268935836385,-63.18116818203779,180.0
530,WASP-94 B b,WASP-94 B,103.08987617121954,-107.56376445108248,-101.00749481159639,180.0
1944,Kepler-22 b,Kepler-22,39.731585086569545,-113.98702031744916,133.52288322852422,180.0
529,WASP-94 A b,WASP-94 A,103.08987617121954,-107.56376445108248,-101.00749481159639,180.0
1511,WASP-130 b,WASP-130,-122.01739232605617,-52.055274368643225,-121.66348827957614,180.0
253,EPIC 201338508 c,EPIC 201338508,-177.7594355055533,33.576775270991035,-5.931547112550245,181.0
160,HW Vir (AB) b,HW Vir (AB),-175.59316876820606,-34.4000727430718,-27.288717031250822,181.0
1375,EPIC 203771098 c,EPIC 203771098,-75.56475663962757,-145.6155374658021,-76.4662200094882,181.0
1374,EPIC 203771098 b,EPIC 203771098,-75.56475663962757,-145.6155374658021,-76.4662200094882,181.0
254,EPIC 201338508 b,EPIC 201338508,-177.7594355055533,33.576775270991035,-5.931547112550245,181.0
96,KELT-10 b,KELT-10,31.34885874681499,-120.79660612576727,-133.84479445898705,183.0
312,HD 13189 b,HD 13189,131.98224597773995,83.81225814573271,98.89990966216509,185.0
813,HD 152581 b,HD 152581,-51.89324242107071,-174.3963157496222,38.587775836216096,186.0
408,Kepler-398 b,Kepler-398,52.200875003110895,-132.7463026212084,121.1553147381829,187.15
409,Kepler-398 c,Kepler-398,52.200875003110895,-132.7463026212084,121.1553147381829,187.15
